controller_family,yaw_mode,episodes,survival_rate,crash_rate,tracking_rmse_mean_m,tracking_mae_mean_m,tracking_p95_mean_m,tracking_peak_max_m,tracking_x_mae_mean_m,tracking_y_mae_mean_m,heading_err_mae_mean_deg,heading_err_max_max_deg,control_energy_mean,worst_pitch_deg,worst_roll_deg,worst_base_x_m,worst_base_y_m,trajectory_score
current,off,1,1.0,0.0,0.01171856914908501,0.010114229834947095,0.017172273337624146,0.01739935740943732,0.0021708622107192515,0.00978967237440267,nan,nan,2075.5035507375437,2.510688096852929,0.9994751388075154,0.004420406489737686,0.01737626621322489,53.34672586493974
current,bearing_pd,1,1.0,0.0,0.014853518010239717,0.012334320021290906,0.023505301838405632,0.023731802038664526,0.0019056509432099885,0.012001732587337046,131.03523323738995,178.3660216691338,2076.1098488273697,2.510688096852929,0.9994750851644282,0.0038568252201738222,0.023725407034886622,-53.10090114811588
