controller_family,yaw_mode,episodes,survival_rate,crash_rate,tracking_rmse_mean_m,tracking_mae_mean_m,tracking_p95_mean_m,tracking_peak_max_m,tracking_x_mae_mean_m,tracking_y_mae_mean_m,heading_err_mae_mean_deg,heading_err_max_max_deg,control_energy_mean,worst_pitch_deg,worst_roll_deg,worst_base_x_m,worst_base_y_m,trajectory_score
current,off,1,1.0,0.0,0.01495824877209698,0.013353515961149644,0.022130257203012794,0.02351145593193409,0.0020993238574130877,0.013100441603734156,nan,nan,2121.506370367774,2.510688096852929,1.019436387919699,0.004420406489737686,0.023368074081346838,50.916342234843846
current,bearing_pd,1,1.0,0.0,0.019519274360844337,0.017024796260845642,0.029152400799310682,0.03062561383577073,0.0015782650209058536,0.016796928531391652,126.03480152631559,178.3660216691338,2121.6177732616534,2.510688096852929,1.0194359879253188,0.0038568252201738222,0.030570278456931405,-51.961423357800435
